(BH_Max),Anisotropy Constant K1,Anisotropy Constant K2,Anisotropy_Energy,Anisotropy_Field,Coercivity,Crystal_Structure,Curie(TC),Curie_Weiss,DOI,Experimental,Intrinsic Coercivity,Lattice_Parameter,Lattice_Structure,Magnet_type,Magnetic_type,Material_Density,Material_Name,Material_Type,Neel(TN),Remanence_Magnetization,Saturation_Magnetization,Space_Group,Substrate,Thickness
,"{'Value': '29.78', 'Units': 'kOe.emu/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '1.03', 'Units': 'kOe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.matchemphys.2024.129016,true,,"{'a': '5.76', 'b': 'NA', 'c': '19.7731'}",R-3m,Hard,Ferromagnetic,4.80 g/cm³,Nd-doped BaCo U-type Hexaferrite,Bulk,,"{'Value': '25.11', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '57.83', 'Units': 'emu/g', 'Temperature': 'NA'}",R-3m,,
,"{'Value': '13.46', 'Units': 'kOe.emu/g', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '0.52', 'Units': 'kOe', 'Temperature': 'NA'}",Hexagonal,,,10.1016/j.matchemphys.2024.129016,true,,"{'a': '5.73', 'b': 'NA', 'c': '19.7842'}",R-3m,Hard,Ferromagnetic,4.65 g/cm³,Nd-doped BaCo U-type Hexaferrite,Bulk,,"{'Value': '13.32', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '51.80', 'Units': 'emu/g', 'Temperature': 'NA'}",R-3m,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': '0.038', 'Units': 'erg/Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1491.11', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '4772', 'Units': 'Oe', 'Temperature': 'N/A'}",Hexagonal,N/A N/A,,10.1016/j.matchemphys.2024.129504,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '5.8446', 'b': 'N/A', 'c': '23.1684'}",Magnetoplumbite,Hard,Ferromagnetic,,BaFe11.6-xAl0.4CoxO19,Bulk,,"{'Value': '23.75', 'Units': 'emu/g', 'Temperature': 'N/A'}","{'Value': '41.47', 'Units': 'emu/g', 'Temperature': 'N/A'}",P63/mmc,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': '0.044', 'Units': 'erg/Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1610.79', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '5155', 'Units': 'Oe', 'Temperature': 'N/A'}",Hexagonal,N/A N/A,,10.1016/j.matchemphys.2024.129504,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '5.8557', 'b': 'N/A', 'c': '23.1902'}",Magnetoplumbite,Hard,Ferromagnetic,,BaFe11.3Al0.4Co0.3O19,Bulk,,"{'Value': '24.84', 'Units': 'emu/g', 'Temperature': 'N/A'}","{'Value': '43.64', 'Units': 'emu/g', 'Temperature': 'N/A'}",P63/mmc,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': '0.047', 'Units': 'erg/Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1612.04', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '5159', 'Units': 'Oe', 'Temperature': 'N/A'}",Hexagonal,N/A N/A,,10.1016/j.matchemphys.2024.129504,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '5.9074', 'b': 'N/A', 'c': '23.2168'}",Magnetoplumbite,Hard,Ferromagnetic,,BaFe11Al0.4Co0.6O19,Bulk,,"{'Value': '27.17', 'Units': 'emu/g', 'Temperature': 'N/A'}","{'Value': '47.09', 'Units': 'emu/g', 'Temperature': 'N/A'}",P63/mmc,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': '0.0502', 'Units': 'erg/Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1613.29', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '5163', 'Units': 'Oe', 'Temperature': 'N/A'}",Hexagonal,N/A N/A,,10.1016/j.matchemphys.2024.129504,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '5.9128', 'b': 'N/A', 'c': '23.234'}",Magnetoplumbite,Hard,Ferromagnetic,,BaFe10.7Al0.4Co0.9O19,Bulk,,"{'Value': '28.07', 'Units': 'emu/g', 'Temperature': 'N/A'}","{'Value': '49.55', 'Units': 'emu/g', 'Temperature': 'N/A'}",P63/mmc,,
"{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}","{'Value': '0.049', 'Units': 'erg/Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1635.47', 'Units': 'Oe', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '5234', 'Units': 'Oe', 'Temperature': 'N/A'}",Hexagonal,N/A N/A,,10.1016/j.matchemphys.2024.129504,true,"{'Value': 'N/A', 'Units': 'N/A'}","{'a': '5.9126', 'b': 'N/A', 'c': '23.2332'}",Magnetoplumbite,Hard,Ferromagnetic,,BaFe10.4Al0.4Co1.2O19,Bulk,,"{'Value': '27.47', 'Units': 'emu/g', 'Temperature': 'N/A'}","{'Value': '48.54', 'Units': 'emu/g', 'Temperature': 'N/A'}",P63/mmc,,
"{'Value': '315.4', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '1414', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.matchemphys.2024.129648,true,"{'Value': '1414', 'Units': 'kA/m'}",,,Hard,Ferromagnetic,3.8 g/cm^3,Recycled NdFeB Magnet with Pr90Co8Ga2,Bulk,,"{'Value': '1.290', 'Units': 'T', 'Temperature': 'NA'}",,,,
,"{'Value': '5.4e4', 'Units': 'erg/cm^3', 'Type': 'NA', 'Temperature': '10K'}","{'Value': '4.7e4', 'Units': 'erg/cm^3', 'Type': 'NA', 'Temperature': '300K'}",,,"{'Value': '32.2', 'Units': 'Oe', 'Temperature': '10K'}",Cubic,,,10.1016/j.matchemphys.2024.129732,true,,"{'a': '8.3901', 'b': '8.3901', 'c': '8.3901'}",,Soft,Ferromagnetic,,CuFe2O4,Bulk,,"{'Value': '3665', 'Units': 'emu/g', 'Temperature': '10K'}","{'Value': '730.1', 'Units': 'emu/g', 'Temperature': '10K'}",Fd-3m,,
,"{'Value': '1.8e4', 'Units': 'erg/cm^3', 'Type': 'NA', 'Temperature': '10K'}","{'Value': '2.8e4', 'Units': 'erg/cm^3', 'Type': 'NA', 'Temperature': '300K'}",,,"{'Value': '74.4', 'Units': 'Oe', 'Temperature': '10K'}",Cubic,,,10.1016/j.matchemphys.2024.129732,true,,"{'a': '8.500', 'b': '8.500', 'c': '8.500'}",,Soft,Superparamagnetic,,Cu0.7Cd0.3Fe2O4,Bulk,,"{'Value': '498', 'Units': 'emu/g', 'Temperature': '10K'}","{'Value': '201.6', 'Units': 'emu/g', 'Temperature': '10K'}",Fd-3m,,
,,,,,"{'Value': '1.49', 'Units': 'kOe', 'Temperature': 'NA'}",Spinel,520 °C,,10.1016/j.matchemphys.2024.129780,true,,"{'a': '0.8390', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferromagnetic,,Cobalt Ferrite,Bulk,,,"{'Value': '4.96', 'Units': 'emu/g', 'Temperature': 'NA'}",Fd3m,,
,,,,,,,,,10.1016/j.matchemphys.2024.129910,true,,,,Soft,Superparamagnetic,,NiCap-NPs,Bulk,,,"{'Value': '2–6 × 10−3', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,,,,,,,,,10.1016/j.matchemphys.2024.129910,true,,,,Soft,Superparamagnetic,,CoCap-NPs,Bulk,,,"{'Value': '5-13 × 10−3', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",,,
,"{'Value': '2.13', 'Units': 'erg/g x 10^4', 'Type': 'NA', 'Temperature': 'RT'}","{'Value': '2.51', 'Units': 'erg/g x 10^4', 'Type': 'NA', 'Temperature': '20 K'}","{'Value': '5.70', 'Units': 'Oe x 10^3', 'Type': 'NA', 'Temperature': '20 K'}","{'Value': '1.07', 'Units': 'Oe x 10^3', 'Type': 'NA', 'Temperature': 'RT'}","{'Value': '342.0', 'Units': 'Oe', 'Temperature': 'RT'}",Spinel,,,10.1016/j.matchemphys.2024.129963,true,"{'Value': '1823.9', 'Units': 'Oe', 'Temperature': '20 K'}","{'a': '8.357', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.333 g/cm^3,Co0.5Ni0.5ScxCrxFe2-2xO4,Bulk,,"{'Value': '21.01', 'Units': 'emu/g', 'Temperature': 'RT'}","{'Value': '50.83', 'Units': 'emu/g', 'Temperature': 'RT'}",,,
,"{'Value': '1.60', 'Units': 'erg/g x 10^4', 'Type': 'NA', 'Temperature': 'RT'}","{'Value': '1.84', 'Units': 'erg/g x 10^4', 'Type': 'NA', 'Temperature': '20 K'}","{'Value': '8.52', 'Units': 'Oe x 10^3', 'Type': 'NA', 'Temperature': '20 K'}","{'Value': '0.79', 'Units': 'Oe x 10^3', 'Type': 'NA', 'Temperature': 'RT'}","{'Value': '253.1', 'Units': 'Oe', 'Temperature': 'RT'}",Spinel,,,10.1016/j.matchemphys.2024.129963,true,"{'Value': '2726.9', 'Units': 'Oe', 'Temperature': '20 K'}","{'a': '8.339', 'b': 'NA', 'c': 'NA'}",Cubic,Soft,Ferrimagnetic,5.360 g/cm^3,Co0.5Ni0.5ScxCrxFe2-2xO4,Bulk,,"{'Value': '13.95', 'Units': 'emu/g', 'Temperature': 'RT'}","{'Value': '38.28', 'Units': 'emu/g', 'Temperature': 'RT'}",,,
"{'Value': 'N/A', 'Units': '', 'Temperature': ''}","{'Value': '4.9', 'Units': 'x10^5 erg/cm^3', 'Type': 'Cubic', 'Temperature': '2 K'}",,,,"{'Value': '3200', 'Units': 'Oe', 'Temperature': '2 K'}",Cubic Spinel,,,10.1016/j.matchemphys.2024.130036,true,,"{'a': '8.3884', 'b': '8.3884', 'c': '8.3884'}",Cubic,Soft,Ferrimagnetic,5.2590 g/cc,MFC,Bulk,,"{'Value': '32.0', 'Units': 'emu/g', 'Temperature': '2 K'}","{'Value': '66.00', 'Units': 'emu/g', 'Temperature': '2 K'}",Fd-3m,,
"{'Value': 'N/A', 'Units': '', 'Temperature': ''}","{'Value': '3.8', 'Units': 'x10^5 erg/cm^3', 'Type': 'Cubic', 'Temperature': '2 K'}",,,,"{'Value': '2500', 'Units': 'Oe', 'Temperature': '2 K'}",Cubic Spinel,,,10.1016/j.matchemphys.2024.130036,true,,"{'a': '8.3154', 'b': '8.3154', 'c': '8.3154'}",Cubic,Soft,Ferrimagnetic,5.4357 g/cc,MFCN,Bulk,,"{'Value': '25.8', 'Units': 'emu/g', 'Temperature': '2 K'}","{'Value': '58.55', 'Units': 'emu/g', 'Temperature': '2 K'}",Fd-3m,,
,"{'Value': '7.11', 'Units': 'erg/Oe', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '77.33', 'Units': 'Oe', 'Temperature': 'NA'}",Spinel,,,10.1016/j.matchemphys.2024.130045,true,,"{'a': '8.3784', 'b': '8.3784', 'c': '8.3784'}",Cubic,Soft,Ferrimagnetic,,Hollow Fe3O4,Bulk,,"{'Value': '9.3', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '88.6009', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
"{'Value': '0.53', 'Units': 'kJ/m^3', 'Temperature': 'NA'}","{'Value': '0.53', 'Units': 'MJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '0.63', 'Units': 'MA/m', 'Temperature': 'NA'}",Tetragonal,,,10.1016/j.matchemphys.2024.130137,false,,"{'a': '2.513', 'b': 'NA', 'c': '3.576'}",,Semi-Hard/Hard,Ferromagnetic,,L10-FeNi,Bulk,,,,,,
,"{'Value': '10.6', 'Units': 'J/m^3', 'Type': 'Cubic', 'Temperature': 'Room Temperature'}",,,,"{'Value': '67.6', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.matchemphys.2024.130169,true,,"{'a': '8.38', 'b': '8.38', 'c': '8.38'}",Cubic,Soft,Ferromagnetic,,Fe3O4,Bulk,,,"{'Value': '71.5', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd-3m,,
,"{'Value': '9.8', 'Units': 'J/m^3', 'Type': 'Cubic', 'Temperature': 'Room Temperature'}",,,,"{'Value': '66.5', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.matchemphys.2024.130169,true,,"{'a': '8.38', 'b': '8.38', 'c': '8.38'}",Cubic,Soft,Ferromagnetic,,Fe3O4/1% Amine-MWCNT,Bulk,,,"{'Value': '74.7', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd-3m,,
,"{'Value': '14.3', 'Units': 'J/m^3', 'Type': 'Cubic', 'Temperature': 'Room Temperature'}",,,,"{'Value': '67.0', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.matchemphys.2024.130169,true,,"{'a': '8.37', 'b': '8.37', 'c': '8.37'}",Cubic,Soft,Ferromagnetic,,Fe3O4/3% Amine-MWCNT,Bulk,,,"{'Value': '76.9', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd-3m,,
,"{'Value': '9.8', 'Units': 'J/m^3', 'Type': 'Cubic', 'Temperature': 'Room Temperature'}",,,,"{'Value': '67.5', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.matchemphys.2024.130169,true,,"{'a': '8.38', 'b': '8.38', 'c': '8.38'}",Cubic,Soft,Ferromagnetic,,Fe3O4/7% Amine-MWCNT,Bulk,,,"{'Value': '69.7', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd-3m,,
,"{'Value': '9.0', 'Units': 'J/m^3', 'Type': 'Cubic', 'Temperature': 'Room Temperature'}",,,,"{'Value': '66.2', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Spinel,,,10.1016/j.matchemphys.2024.130169,true,,"{'a': '8.38', 'b': '8.38', 'c': '8.38'}",Cubic,Soft,Ferromagnetic,,Fe3O4/10% Amine-MWCNT,Bulk,,,"{'Value': '65.0', 'Units': 'emu/g', 'Temperature': 'Room Temperature'}",Fd-3m,,
,,,,,"{'Value': '101', 'Units': 'Oe', 'Temperature': 'NA'}",bcc,,,10.1016/j.matchemphys.2024.130250,true,,"{'a': '2.885', 'b': 'NA', 'c': 'NA'}",,Soft,Ferromagnetic,,Co49Fe21Ti8Nb4B18,Bulk,,,"{'Value': '140', 'Units': 'emu/g', 'Temperature': 'NA'}",,,
"{'Value': '(BH)max varies with pressure and binder content', 'Units': 'kJ/m^3', 'Temperature': 'Room Temperature'}",,,,,"{'Value': 'Hcj varies with pressure and binder content', 'Units': 'kA/m', 'Temperature': 'Room Temperature'}",,,,10.1016/j.matdes.2008.06.062,true,,,,Hard,Ferromagnetic,,Nd–Fe–B Bonded Magnet,Bulk,,"{'Value': 'Br varies with pressure and binder content', 'Units': 'T', 'Temperature': 'Room Temperature'}",,,,
"{'Value': '261', 'Units': 'kJ/m^3', 'Temperature': '300 K'}",,,,,"{'Value': '1170', 'Units': 'kA/m', 'Temperature': '300 K'}",,588 K,,10.1016/j.matdes.2015.07.067,true,,,,Hard,Ferromagnetic,,NdFeB with MgO diffusion,Bulk,,"{'Value': '1.20', 'Units': 'T', 'Temperature': '300 K'}",,,,
"{'Value': '52', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,,Single crystal,,,10.1016/j.matdes.2017.01.008,true,,,,Hard,Ferromagnetic,,NdFeB-based alloy,Bulk,,,,,,
"{'Value': '1.02', 'Units': 'MGOe', 'Temperature': 'Room Temperature'}",,,,,"{'Value': '2460', 'Units': 'Oe', 'Temperature': 'Room Temperature'}",Hexagonal magneto-plumbite,,,10.1016/j.matdes.2017.03.082,true,,,,Hard,Ferrimagnetic,5.1 g/cm^3,SrFe12O19,Bulk,,"{'Value': '310', 'Units': 'emu/cm^3', 'Temperature': 'Room Temperature'}","{'Value': '380', 'Units': 'emu/cm^3', 'Temperature': 'Room Temperature'}",,,
"{'Value': '0.38', 'Units': 'MGOe', 'Temperature': '300 K'}","{'Value': '3.4', 'Units': 'Merg/cm^3', 'Type': '', 'Temperature': '300 K'}",,,,"{'Value': '1027', 'Units': 'Oe', 'Temperature': '300 K'}",Inverse Spinel,,,10.1016/j.matdes.2017.05.062,true,,"{'a': '8.373', 'b': '8.373', 'c': '8.373'}",cF56,Hard,Ferromagnetic,5.309 g/cm^3,Cobalt Ferrite,Bulk,,"{'Value': '22', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '78', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd3m,,
"{'Value': '2.16', 'Units': 'MGOe', 'Temperature': '300 K'}","{'Value': '4.6', 'Units': 'Merg/cm^3', 'Type': '', 'Temperature': '300 K'}",,,,"{'Value': '3719', 'Units': 'Oe', 'Temperature': '300 K'}",Inverse Spinel,,,10.1016/j.matdes.2017.05.062,true,,"{'a': '8.385', 'b': '8.385', 'c': '8.385'}",cF56,Hard,Ferromagnetic,5.287 g/cm^3,Cobalt Ferrite,Bulk,,"{'Value': '31', 'Units': 'emu/g', 'Temperature': '300 K'}","{'Value': '58', 'Units': 'emu/g', 'Temperature': '300 K'}",Fd3m,,
"{'Value': '7.26', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,,"{'Value': '9.39', 'Units': 'kOe', 'Temperature': 'NA'}",,,,10.1016/j.matdes.2019.108133,true,"{'Value': '9.39', 'Units': 'kOe'}",,,Hard,Ferromagnetic,5.2 g/cm3,Polymer-bonded magnet,Bulk,,"{'Value': '5.88', 'Units': 'kG', 'Temperature': 'NA'}",,,,
"{'Value': '12.3', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,,"{'Value': '16.2', 'Units': 'kOe', 'Temperature': 'NA'}",Tetragonal,,,10.1016/j.matdes.2019.108140,true,,,,Hard,Ferromagnetic,7.6 mg/cm^3,"Nd2(Fe, Co)14C",Bulk,,"{'Value': '7.35', 'Units': 'kG', 'Temperature': 'NA'}",,,,
"{'Value': '38.2', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,,"{'Value': '10.4', 'Units': 'kOe', 'Temperature': 'NA'}",Tetragonal,,,10.1016/j.matdes.2019.108308,true,,,,Hard,Ferromagnetic,6.60 g/cm^3,CeLa-27 MMP Magnet,Bulk,,"{'Value': '12.5', 'Units': 'kG', 'Temperature': 'NA'}",,P42/mnm,,
"{'Value': '8.42', 'Units': 'MGOe', 'Temperature': '20 °C'}",,,,,"{'Value': '9.73', 'Units': 'kOe', 'Temperature': '20 °C'}",,,,10.1016/j.matdes.2020.108767,true,,,,Hard,Ferromagnetic,5.53 g/cm^3,Nd-Fe-B with 3% W-EP/SS,Bulk,,"{'Value': '6.28', 'Units': 'kG', 'Temperature': '20 °C'}",,,,
"{'Value': '8.26', 'Units': 'MGOe', 'Temperature': '20 °C'}",,,,,"{'Value': '9.40', 'Units': 'kOe', 'Temperature': '20 °C'}",,,,10.1016/j.matdes.2020.108767,true,,,,Hard,Ferromagnetic,5.46 g/cm^3,Nd-Fe-B with 3% SS,Bulk,,"{'Value': '6.25', 'Units': 'kG', 'Temperature': '20 °C'}",,,,
"{'Value': '8.17', 'Units': 'MGOe', 'Temperature': '20 °C'}",,,,,"{'Value': '9.35', 'Units': 'kOe', 'Temperature': '20 °C'}",,,,10.1016/j.matdes.2020.108767,true,,,,Hard,Ferromagnetic,5.28 g/cm^3,Nd-Fe-B with 3% EP,Bulk,,"{'Value': '6.17', 'Units': 'kG', 'Temperature': '20 °C'}",,,,
"{'Value': '8.23', 'Units': 'MGOe', 'Temperature': '20 °C'}",,,,,"{'Value': '9.32', 'Units': 'kOe', 'Temperature': '20 °C'}",,,,10.1016/j.matdes.2020.108767,true,,,,Hard,Ferromagnetic,5.37 g/cm^3,Nd-Fe-B with 3% EP/SS,Bulk,,"{'Value': '6.21', 'Units': 'kG', 'Temperature': '20 °C'}",,,,
,,,,,"{'Value': '140', 'Units': 'Oe', 'Temperature': '77 K'}",Rhombohedral,308 K,,10.1016/j.matdes.2020.109281,true,,,Perovskite,Soft,Superparamagnetic,6.213 g/cm^3,La0.6Ag0.2Mn1.2O3,Bulk,,,,R-3c,,
,,,,,"{'Value': '1.95', 'Units': 'T', 'Temperature': '20 °C'}",,,,10.1016/j.matdes.2020.109417,true,,,,Hard,Ferromagnetic,,NdFeB-based alloy,Bulk,,"{'Value': '134', 'Units': 'A m^2/kg', 'Temperature': 'NA'}",,,,
"{'Value': '62', 'Units': 'kJ/m^3', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '603', 'Units': 'kA/m', 'Temperature': 'N/A'}",,N/A N/A,,10.1016/j.matdes.2021.109992,true,"{'Value': '603', 'Units': 'kA/m'}","{'a': 'N/A', 'b': 'N/A', 'c': 'N/A'}",,Hard,Ferromagnetic,,Nd-Fe-B (MQP-S powder),Bulk,,"{'Value': '0.65', 'Units': 'T', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}",,,
"{'Value': '356', 'Units': 'kJ/m^3', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Type': 'N/A', 'Temperature': 'N/A'}","{'Value': '1480', 'Units': 'kA/m', 'Temperature': 'N/A'}",,N/A N/A,,10.1016/j.matdes.2021.109992,false,"{'Value': '1480', 'Units': 'kA/m'}","{'a': 'N/A', 'b': 'N/A', 'c': 'N/A'}",,Hard,Ferromagnetic,,Nd-Fe-B (Anisotropic Sintered),Bulk,,"{'Value': '1.33', 'Units': 'T', 'Temperature': 'N/A'}","{'Value': 'N/A', 'Units': 'N/A', 'Temperature': 'N/A'}",,,
"{'Value': '64', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,,"{'Value': '1200', 'Units': 'kA/m', 'Temperature': 'NA'}",,312 °C,,10.1016/j.matdes.2021.110004,true,,,,Hard,Ferromagnetic,,Nd-Fe-B,Bulk,,,,,,
"{'Value': '49', 'Units': 'MGOe', 'Temperature': 'NA'}",,,,,"{'Value': '1990', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.matdes.2021.110004,true,,,,Hard,Ferromagnetic,,Nd-Dy-Fe-B,Bulk,,,,,,
,,,,"{'Value': '26', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '14.93', 'Units': 'kOe', 'Temperature': 'Room Temperature'}",Tetragonal,270 °C,,10.1016/j.matdes.2022.110590,true,,"{'a': '0.815', 'b': 'NA', 'c': '2.31'}",,Hard,Ferromagnetic,,Pr-Nd-Al Ce Magnet,Bulk,,"{'Value': '12.0', 'Units': 'kGs', 'Temperature': 'Room Temperature'}","{'Value': '11.7', 'Units': 'kGs', 'Temperature': 'NA'}",I4/mcm,,
,,,,"{'Value': '7.15', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '1.6', 'Units': 'kOe', 'Temperature': 'NA'}",Face Centered Cubic,,,10.1016/j.matdes.2022.111024,true,,,,Hard,Ferromagnetic,,FeCo,Bulk,,,"{'Value': '1650', 'Units': 'kA/m', 'Temperature': 'NA'}",,,
,,,,"{'Value': '1.65', 'Units': 'kOe', 'Type': 'NA', 'Temperature': 'NA'}","{'Value': '0.61', 'Units': 'kOe', 'Temperature': 'NA'}",Face Centered Cubic,,,10.1016/j.matdes.2022.111024,true,,,,Soft,Ferromagnetic,,NiCu,Bulk,,,"{'Value': '400', 'Units': 'kA/m', 'Temperature': 'NA'}",,,
,,,,,"{'Value': '5658', 'Units': 'Oe', 'Temperature': 'NA'}",Tetragonal,363 °C,,10.1016/j.matdes.2023.111887,true,,"{'a': '2.764', 'b': 'NA', 'c': '3.574', 'c/a': '1.293'}",,Hard,Ferromagnetic,,Mn54Al44C2,Bulk,,"{'Value': '29.8', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '66.7', 'Units': 'emu/g', 'Temperature': 'NA'}",P4/mmm,,
,,,,,"{'Value': '4546', 'Units': 'Oe', 'Temperature': 'NA'}",Tetragonal,352 °C,,10.1016/j.matdes.2023.111887,true,,"{'a': '2.7705', 'b': 'NA', 'c': '3.5745', 'c/a': '1.287'}",,Hard,Ferromagnetic,,Mn54Al43.6Bi0.4C2,Bulk,,"{'Value': '31.7', 'Units': 'emu/g', 'Temperature': 'NA'}","{'Value': '65.7', 'Units': 'emu/g', 'Temperature': 'NA'}",P4/mmm,,
"{'Value': '105 - 117', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '710 - 780', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.matdes.2023.112588,true,,,,Hard,Ferromagnetic,,NdFeB,Bulk,,"{'Value': '838 - 878', 'Units': 'mT', 'Temperature': 'NA'}",,,,
,"{'Value': '0.9', 'Units': 'kJ/m^3', 'Type': 'NA', 'Temperature': 'NA'}",,,,"{'Value': '5.0', 'Units': 'A/m', 'Temperature': 'NA'}",,887.9 K,,10.1016/j.matdes.2024.113469,true,,,,Soft,Ferromagnetic,,Fe83Cu1Nb3Si4B9,Bulk,,,"{'Value': '1.71', 'Units': 'T', 'Temperature': 'NA'}",,,
"{'Value': '38 kJ/m^3', 'Units': 'kJ/m^3', 'Temperature': 'NA'}",,,,,"{'Value': '555 kA/m', 'Units': 'kA/m', 'Temperature': 'NA'}",,,,10.1016/j.matdes.2024.113572,true,,,,Hard,Ferromagnetic,6.95 g/cm^3,NdFeB,Bulk,,"{'Value': '0.55 T', 'Units': 'T', 'Temperature': 'NA'}",,,,
